Date,股票代码,Open,Close,High,Low,Volume,Amount,振幅,涨跌幅,涨跌额,换手率
2020-12-29,600570,51.48,51.36,51.92,50.95,104102,984025888.0,1.91,1.28,0.65,1.0
2020-12-30,600570,50.98,55.24,55.65,50.87,185896,1836136768.0,9.31,7.55,3.88,1.78
2020-12-31,600570,56.14,57.25,57.3,55.85,182603,1902681776.0,2.62,3.64,2.01,1.75
2021-01-04,600570,57.81,57.94,58.66,56.86,138877,1476688352.0,3.14,1.21,0.69,1.33
2021-01-05,600570,57.59,59.83,60.37,57.47,151787,1656565280.0,5.01,3.26,1.89,1.45
2021-01-06,600570,59.43,56.31,59.85,55.66,278792,2913842224.0,7.0,-5.88,-3.52,2.67
2021-01-07,600570,56.31,53.54,56.69,52.14,412598,4073574960.0,8.08,-4.92,-2.77,3.95
2021-01-08,600570,53.6,54.28,54.58,52.49,240747,2372453696.0,3.9,1.38,0.74,2.31
2021-01-11,600570,54.22,52.94,54.8,52.67,189523,1864093312.0,3.92,-2.47,-1.34,1.82
2021-01-12,600570,52.8,55.1,55.65,52.25,214039,2121027760.0,6.42,4.08,2.16,2.05
2021-01-13,600570,55.1,51.81,55.1,51.48,306105,2960530528.0,6.57,-5.97,-3.29,2.93
2021-01-14,600570,51.79,52.25,53.59,51.26,167410,1621027984.0,4.5,0.85,0.44,1.6
2021-01-15,600570,52.9,52.13,53.62,51.05,155416,1492513792.0,4.92,-0.23,-0.12,1.49
2021-01-18,600570,51.9,52.9,53.48,51.41,180871,1749226384.0,3.97,1.48,0.77,1.73
2021-01-19,600570,52.8,53.18,54.47,52.42,155832,1523824208.0,3.88,0.53,0.28,1.49
2021-01-20,600570,53.23,53.89,54.49,52.26,150035,1467656752.0,4.19,1.34,0.71,1.44
2021-01-21,600570,54.0,55.65,55.86,53.05,204277,2050068112.0,5.21,3.27,1.76,1.96
2021-01-22,600570,55.11,54.43,56.14,54.28,164463,1658852304.0,3.34,-2.19,-1.22,1.58
2021-01-25,600570,53.99,52.28,54.06,52.24,223547,2166330960.0,3.34,-3.95,-2.15,2.14
2021-01-26,600570,52.28,50.93,52.9,50.87,170324,1614121680.0,3.88,-2.58,-1.35,1.63
2021-01-27,600570,50.93,52.17,52.63,50.49,145967,1383675168.0,4.2,2.43,1.24,1.4
2021-01-28,600570,51.48,51.43,52.75,51.32,103799,990019216.0,2.74,-1.42,-0.74,0.99
2021-01-29,600570,52.19,52.98,54.99,52.08,212391,2086304656.0,5.66,3.01,1.55,2.03
2021-02-01,600570,53.82,56.32,56.33,53.55,258707,2628211536.0,5.25,6.3,3.34,2.48
2021-02-02,600570,56.86,58.86,59.28,56.86,220706,2361432384.0,4.3,4.51,2.54,2.11
2021-02-03,600570,58.02,57.79,59.0,57.47,127337,1358650720.0,2.6,-1.82,-1.07,1.22
2021-02-04,600570,57.36,56.48,57.5,55.09,157446,1619304592.0,4.17,-2.27,-1.31,1.51
2021-02-05,600570,56.2,54.14,56.64,54.05,140476,1415763008.0,4.59,-4.14,-2.34,1.35
2021-02-08,600570,55.84,55.79,56.48,54.62,117235,1196021744.0,3.44,3.05,1.65,1.12
2021-02-09,600570,56.42,57.66,58.22,56.04,137013,1438720064.0,3.91,3.35,1.87,1.31
2021-02-10,600570,57.3,58.04,58.77,57.11,122582,1303749088.0,2.88,0.66,0.38,1.17
2021-02-18,600570,59.79,55.5,59.99,55.38,155239,1619403872.0,7.94,-4.38,-2.54,1.49
2021-02-19,600570,55.09,53.35,55.6,51.95,190255,1861423456.0,6.58,-3.87,-2.15,1.82
2021-02-22,600570,53.55,52.62,55.5,52.36,170089,1677268048.0,5.89,-1.37,-0.73,1.63
2021-02-23,600570,52.46,52.28,53.34,52.08,122025,1177493312.0,2.39,-0.65,-0.34,1.17
2021-02-24,600570,52.44,50.82,52.79,50.16,211474,1976314736.0,5.03,-2.79,-1.46,2.03
2021-02-25,600570,51.22,49.88,51.33,49.76,121903,1123034864.0,3.09,-1.85,-0.94,1.17
2021-02-26,600570,48.45,47.63,49.0,46.86,213754,1876206240.0,4.29,-4.51,-2.25,2.05
2021-03-01,600570,48.67,49.26,49.33,47.59,146471,1302970800.0,3.65,3.42,1.63,1.4
2021-03-02,600570,49.91,49.43,50.6,49.11,128477,1173710912.0,3.02,0.35,0.17,1.23
2021-03-03,600570,49.06,50.35,50.7,48.43,97582,893312000.0,4.59,1.86,0.92,0.93
2021-03-04,600570,49.99,47.94,50.12,47.65,132949,1183048624.0,4.91,-4.79,-2.41,1.27
2021-03-05,600570,47.22,48.54,49.06,47.14,85616,759999440.0,4.01,1.25,0.6,0.82
2021-03-08,600570,49.09,46.06,49.22,45.38,164125,1410125488.0,7.91,-5.11,-2.48,1.57
2021-03-09,600570,45.95,46.48,47.41,45.28,119771,1024835328.0,4.62,0.91,0.42,1.15
2021-03-10,600570,47.03,46.19,47.89,45.76,94636,811565680.0,4.58,-0.62,-0.29,0.91
2021-03-11,600570,46.37,46.77,47.16,45.98,70951,607240080.0,2.55,1.26,0.58,0.68
2021-03-12,600570,47.3,47.85,47.88,46.2,105579,911176688.0,3.59,2.31,1.08,1.01
2021-03-15,600570,46.61,47.79,48.17,46.61,95529,833012640.0,3.26,-0.13,-0.06,0.91
2021-03-16,600570,47.39,46.71,48.18,46.1,109014,935647792.0,4.35,-2.26,-1.08,1.04
2021-03-17,600570,46.64,48.78,48.83,45.76,119076,1044524672.0,6.57,4.43,2.07,1.14
2021-03-18,600570,49.05,48.51,49.28,48.14,100816,899213616.0,2.34,-0.55,-0.27,0.97
2021-03-19,600570,47.93,46.32,47.93,46.31,145163,1243924640.0,3.34,-4.51,-2.19,1.39
2021-03-22,600570,46.5,47.62,47.89,46.38,72904,632357280.0,3.26,2.81,1.3,0.7
2021-03-23,600570,47.37,45.98,47.9,45.64,125449,1066357952.0,4.75,-3.44,-1.64,1.2
2021-03-24,600570,46.04,45.09,46.27,44.83,86955,727091584.0,3.13,-1.94,-0.89,0.83
2021-03-25,600570,44.9,45.08,45.87,43.64,86696,715383024.0,4.95,-0.02,-0.01,0.83
2021-03-26,600570,44.9,46.06,46.59,44.89,85004,717176944.0,3.77,2.17,0.98,0.81
2021-03-29,600570,46.35,44.83,46.37,44.39,129245,1071676720.0,4.3,-2.67,-1.23,1.24
2021-03-30,600570,44.83,45.39,45.97,44.72,102102,850736000.0,2.79,1.25,0.56,0.98
2021-03-31,600570,45.25,45.76,45.99,44.99,65910,550882128.0,2.2,0.82,0.37,0.63
2021-04-01,600570,45.6,46.09,46.19,45.47,62435,526156288.0,1.57,0.72,0.33,0.6
2021-04-02,600570,46.2,46.19,46.55,45.88,60688,514468496.0,1.45,0.22,0.1,0.58
2021-04-06,600570,46.2,46.86,46.98,45.65,62214,527741904.0,2.88,1.45,0.67,0.6
2021-04-07,600570,46.56,45.95,46.64,45.11,87343,731721664.0,3.27,-1.94,-0.91,0.84
2021-04-08,600570,45.74,45.87,46.44,45.38,71271,602894336.0,2.31,-0.17,-0.08,0.68
2021-04-09,600570,46.31,45.12,46.31,44.57,71577,592501312.0,3.79,-1.64,-0.75,0.69
2021-04-12,600570,44.6,44.54,45.32,43.64,104127,844616384.0,3.72,-1.29,-0.58,1.0
2021-04-13,600570,44.28,44.16,44.74,43.87,65773,534633744.0,1.95,-0.85,-0.38,0.63
2021-04-14,600570,44.17,44.77,44.99,43.79,72084,590256016.0,2.72,1.38,0.61,0.69
2021-04-15,600570,44.76,45.04,45.16,44.44,39672,326649616.0,1.61,0.6,0.27,0.38
2021-04-16,600570,45.2,44.83,45.75,44.67,49650,411094016.0,2.4,-0.47,-0.21,0.48
2021-04-19,600570,44.94,47.12,47.28,44.94,135324,1156197904.0,5.22,5.11,2.29,1.3
2021-04-20,600570,47.11,47.79,49.55,47.11,154090,1374354560.0,5.18,1.42,0.67,1.48
2021-04-21,600570,47.6,47.15,48.05,46.63,74653,645687184.0,2.97,-1.34,-0.64,0.72
2021-04-22,600570,47.42,48.21,48.66,47.25,87750,774293264.0,2.99,2.25,1.06,0.84
2021-04-23,600570,47.96,48.12,48.58,47.64,57959,511575408.0,1.95,-0.19,-0.09,0.56
2021-04-26,600570,48.18,47.31,49.04,47.1,77311,681158512.0,4.03,-1.68,-0.81,0.74
2021-04-27,600570,48.15,49.22,49.65,48.09,156721,1409378320.0,3.3,4.04,1.91,1.5
2021-04-28,600570,49.06,50.9,50.93,48.35,176873,1627013408.0,5.24,3.41,1.68,1.69
2021-04-29,600570,50.62,51.57,51.63,49.39,150885,1404003840.0,4.4,1.32,0.67,1.45
2021-04-30,600570,51.26,50.1,51.55,50.04,78159,726388640.0,2.93,-2.85,-1.47,0.75
2021-05-06,600570,50.05,49.08,50.05,48.23,72125,648669040.0,3.63,-2.04,-1.02,0.69
2021-05-07,600570,49.07,47.41,49.31,47.24,74691,659031136.0,4.22,-3.4,-1.67,0.72
2021-05-10,600570,47.69,46.59,48.08,46.14,68278,587882752.0,4.09,-1.73,-0.82,0.65
2021-05-11,600570,46.1,46.33,46.48,45.61,62854,531968656.0,1.87,-0.56,-0.26,0.6
2021-05-12,600570,46.19,46.48,46.62,45.59,59225,501295616.0,2.22,0.32,0.15,0.57
2021-05-13,600570,46.2,45.82,46.31,45.53,50663,426168080.0,1.68,-1.42,-0.66,0.49
2021-05-14,600570,45.7,47.57,47.72,45.44,100855,866975152.0,4.98,3.82,1.75,0.97
2021-05-17,600570,47.09,48.35,49.55,47.04,99531,889447584.0,5.28,1.64,0.78,0.95
2021-05-18,600570,48.34,48.51,48.8,47.49,51560,456743344.0,2.71,0.33,0.16,0.49
2021-05-19,600570,48.51,48.95,49.15,47.39,78192,694774544.0,3.63,0.91,0.44,0.75
2021-05-20,600570,48.95,50.2,50.71,48.56,104332,959018432.0,4.39,2.55,1.25,1.0
2021-05-21,600570,50.37,48.51,50.65,48.23,81014,728389808.0,4.82,-3.37,-1.69,0.78
2021-05-24,600570,49.05,50.08,50.16,48.82,78865,719780416.0,2.76,3.24,1.57,0.76
2021-05-25,600570,50.08,53.73,53.89,49.72,210197,2029343312.0,8.33,7.29,3.65,2.01
2021-05-26,600570,53.98,53.0,54.87,52.63,131376,1289797744.0,4.17,-1.36,-0.73,1.26
2021-05-27,600570,52.96,51.85,53.4,51.35,135298,1288482768.0,3.87,-2.17,-1.15,1.3
2021-05-28,600570,51.58,51.09,51.81,50.26,121244,1134702720.0,2.99,-1.47,-0.76,1.16
2021-05-31,600570,51.07,51.19,51.42,50.43,121745,1137104512.0,1.94,0.2,0.1,1.17
2021-06-01,600570,50.72,50.05,51.25,49.6,130513,1199711248.0,3.22,-2.23,-1.14,1.25
2021-06-02,600570,50.22,48.61,50.32,48.29,159206,1426204576.0,4.06,-2.88,-1.44,1.52
2021-06-03,600570,48.78,47.83,48.95,47.73,113837,1008254624.0,2.51,-1.6,-0.78,1.09
2021-06-04,600570,47.69,47.89,48.7,47.41,126589,1114265792.0,2.7,0.13,0.06,1.21
2021-06-07,600570,47.95,48.33,48.44,47.63,105227,927593120.0,1.69,0.92,0.44,1.01
2021-06-08,600570,48.45,48.62,48.78,47.88,100293,890811840.0,1.86,0.6,0.29,0.96
2021-06-09,600570,48.51,48.51,48.93,48.11,71735,637030704.0,1.69,-0.23,-0.11,0.69
2021-06-10,600570,47.89,48.49,48.95,47.89,111616,991675344.0,2.19,-0.04,-0.02,1.07
2021-06-11,600570,48.49,47.85,49.05,47.34,129369,1139464944.0,3.53,-1.32,-0.64,1.24
2021-06-15,600570,47.43,49.39,49.61,47.33,172746,1542699936.0,4.76,3.22,1.54,1.65
2021-06-16,600570,49.06,48.26,50.09,47.97,127703,1151427120.0,4.29,-2.29,-1.13,1.22
2021-06-17,600570,47.9,48.23,48.91,47.79,76628,678088992.0,2.32,-0.06,-0.03,0.73
2021-06-18,600570,48.12,46.64,48.7,46.23,171412,1479990272.0,5.12,-3.3,-1.59,1.64
2021-06-21,600570,46.64,47.5,48.39,46.38,173542,1506892688.0,4.31,1.84,0.86,1.66
2021-06-22,600570,47.42,48.5,49.2,46.92,129173,1141557184.0,4.8,2.11,1.0,1.24
2021-06-23,600570,48.5,47.65,48.64,47.41,115266,1011052032.0,2.54,-1.75,-0.85,1.1
2021-06-24,600570,47.77,46.93,47.89,46.86,77695,672308512.0,2.16,-1.51,-0.72,0.74
2021-06-25,600570,46.93,47.45,47.65,46.53,100097,863676912.0,2.39,1.11,0.52,0.96
2021-06-28,600570,47.54,47.54,47.79,46.81,90471,786933440.0,2.07,0.19,0.09,0.87
2021-06-29,600570,47.93,50.5,50.64,47.93,315034,2884815648.0,5.7,6.23,2.96,3.02
2021-06-30,600570,50.11,50.84,51.37,49.61,155502,1444776048.0,3.49,0.67,0.34,1.49
2021-07-01,600570,50.87,50.56,51.16,49.58,126765,1172748032.0,3.11,-0.55,-0.28,1.21
2021-07-02,600570,50.16,49.51,50.16,49.39,115329,1050190192.0,1.52,-2.08,-1.05,1.1
2021-07-05,600570,48.5,46.81,48.5,46.43,299602,2586785856.0,4.18,-5.45,-2.7,2.87
2021-07-06,600570,46.81,46.43,47.26,46.04,118351,1010022336.0,2.61,-0.81,-0.38,1.13
2021-07-07,600570,46.53,45.97,46.59,45.7,123979,1045755808.0,1.92,-0.99,-0.46,1.19
2021-07-08,600570,46.09,45.91,46.34,45.71,119317,1007000576.0,1.37,-0.13,-0.06,1.14
2021-07-09,600570,45.79,45.81,45.92,44.88,118746,988996976.0,2.27,-0.22,-0.1,1.14
2021-07-12,600570,46.15,46.58,46.78,45.86,133179,1132011984.0,2.01,1.68,0.77,1.28
2021-07-13,600570,46.64,47.19,47.37,46.42,91489,791313600.0,2.04,1.31,0.61,0.88
2021-07-14,600570,47.37,47.23,47.89,46.64,89505,775355808.0,2.65,0.08,0.04,0.86
2021-07-15,600570,46.86,47.14,47.4,46.44,65081,561457360.0,2.03,-0.19,-0.09,0.62
2021-07-16,600570,48.51,48.19,50.03,47.67,169763,1090295392.0,5.01,2.23,1.05,1.16
2021-07-19,600570,47.36,46.99,47.38,45.86,141041,860367616.0,3.15,-2.49,-1.2,0.97
2021-07-20,600570,46.97,46.99,46.99,46.43,78196,477962496.0,1.19,0.0,0.0,0.54
2021-07-21,600570,47.12,47.96,48.76,47.07,161241,1014337616.0,3.6,2.06,0.97,1.1
2021-07-22,600570,48.28,47.76,48.65,47.66,124977,785837280.0,2.06,-0.42,-0.2,0.86
2021-07-23,600570,47.7,46.17,48.1,45.92,167233,1019467872.0,4.56,-3.33,-1.59,1.14
2021-07-26,600570,45.97,44.8,46.51,43.97,170925,1015465744.0,5.5,-2.97,-1.37,1.17
2021-07-27,600570,45.13,40.59,45.26,40.29,439405,2383793024.0,11.09,-9.4,-4.21,3.01
2021-07-28,600570,39.82,40.04,40.82,39.02,244170,1281327456.0,4.43,-1.36,-0.55,1.67
2021-07-29,600570,40.86,40.95,41.68,40.65,164231,885434368.0,2.57,2.27,0.91,1.12
2021-07-30,600570,40.89,42.52,42.6,40.27,157915,858648784.0,5.69,3.83,1.57,1.08
2021-08-02,600570,41.93,42.07,43.34,41.55,170600,947149184.0,4.21,-1.06,-0.45,1.17
2021-08-03,600570,42.49,42.09,42.59,41.66,118735,656576560.0,2.21,0.05,0.02,0.81
2021-08-04,600570,42.41,42.2,42.69,41.88,99065,547074176.0,1.92,0.26,0.11,0.68
2021-08-05,600570,42.16,40.91,42.16,40.52,150328,810613056.0,3.89,-3.06,-1.29,1.03
2021-08-06,600570,40.92,39.83,41.15,39.43,201209,1052804432.0,4.2,-2.64,-1.08,1.38
2021-08-09,600570,39.43,41.52,41.6,39.42,162459,873445344.0,5.47,4.24,1.69,1.11
2021-08-10,600570,41.16,41.45,41.58,40.59,96613,521027808.0,2.38,-0.17,-0.07,0.66
2021-08-11,600570,41.21,40.88,41.61,40.7,137693,739244736.0,2.2,-1.38,-0.57,0.94
2021-08-12,600570,40.74,40.31,41.29,40.12,139751,742405520.0,2.86,-1.39,-0.57,0.96
2021-08-13,600570,40.28,39.23,40.53,39.16,177814,921399680.0,3.4,-2.68,-1.08,1.22
2021-08-16,600570,39.12,39.43,39.79,38.8,128929,663060960.0,2.52,0.51,0.2,0.88
2021-08-17,600570,39.5,38.92,39.58,38.04,184080,938699728.0,3.91,-1.29,-0.51,1.26
2021-08-18,600570,38.62,40.47,41.19,38.19,303067,1593880720.0,7.71,3.98,1.55,2.07
2021-08-19,600570,40.65,42.56,43.11,40.65,384108,2129370928.0,6.08,5.16,2.09,2.63
2021-08-20,600570,42.36,40.81,42.73,39.89,220385,1187617824.0,6.67,-4.11,-1.75,1.51
2021-08-23,600570,40.62,42.22,43.34,40.62,248854,1383923664.0,6.67,3.46,1.41,1.7
2021-08-24,600570,42.63,42.49,43.19,41.78,180261,1001956480.0,3.34,0.64,0.27,1.23
2021-08-25,600570,42.65,43.48,43.89,42.43,190854,1086170112.0,3.44,2.33,0.99,1.31
2021-08-26,600570,43.43,41.39,43.43,41.18,211045,1157460816.0,5.17,-4.81,-2.09,1.44
2021-08-27,600570,41.32,39.78,41.36,39.43,233780,1226211168.0,4.66,-3.89,-1.61,1.6
2021-08-30,600570,39.43,38.12,39.68,36.91,286714,1438697056.0,6.96,-4.17,-1.66,1.96
2021-08-31,600570,37.74,37.79,38.22,36.71,200282,984229408.0,3.96,-0.87,-0.33,1.37
2021-09-01,600570,38.07,38.34,38.97,36.97,272679,1363265888.0,5.29,1.46,0.55,1.87
2021-09-02,600570,38.51,37.41,39.26,37.19,274213,1358953536.0,5.4,-2.43,-0.93,1.88
2021-09-03,600570,40.43,41.19,41.19,40.38,331924,1786605216.0,2.17,10.1,3.78,2.27
2021-09-06,600570,43.12,44.68,45.11,41.19,704431,4030612480.0,9.52,8.47,3.49,4.82
2021-09-07,600570,45.82,45.33,46.05,44.74,439808,2613153792.0,2.93,1.45,0.65,3.01
2021-09-08,600570,45.82,45.81,47.15,44.94,399609,2414569072.0,4.88,1.06,0.48,2.73
2021-09-09,600570,45.05,42.82,45.64,42.63,387734,2218239904.0,6.57,-6.53,-2.99,2.65
2021-09-10,600570,43.46,43.3,44.7,42.88,393119,2244240704.0,4.25,1.12,0.48,2.69
2021-09-13,600570,43.55,43.99,45.39,42.65,375238,2167308496.0,6.33,1.59,0.69,2.57
2021-09-14,600570,44.51,42.03,44.51,41.89,336353,1882326672.0,5.96,-4.46,-1.96,2.3
2021-09-15,600570,42.05,41.54,42.36,40.74,182048,987024064.0,3.85,-1.17,-0.49,1.25
2021-09-16,600570,41.05,40.89,41.4,40.6,140967,756392704.0,1.93,-1.56,-0.65,0.96
2021-09-17,600570,40.88,41.81,41.96,40.79,126129,686061712.0,2.86,2.25,0.92,0.86
2021-09-22,600570,41.12,40.75,41.76,40.47,116470,624988560.0,3.09,-2.54,-1.06,0.8
2021-09-23,600570,40.97,41.49,41.86,40.76,146585,796387344.0,2.7,1.82,0.74,1.0
2021-09-24,600570,41.5,41.71,42.05,41.11,128299,700805584.0,2.27,0.53,0.22,0.88
2021-09-27,600570,41.47,41.99,43.06,41.43,165620,915445360.0,3.91,0.67,0.28,1.13
2021-09-28,600570,42.36,42.36,42.59,41.06,136415,750493376.0,3.64,0.88,0.37,0.93
2021-09-29,600570,41.97,41.78,42.2,40.43,158035,856683664.0,4.18,-1.37,-0.58,1.08
2021-09-30,600570,41.78,43.72,44.49,41.43,201783,1147630752.0,7.32,4.64,1.94,1.38
2021-10-08,600570,43.78,44.86,45.05,43.52,166173,969486064.0,3.5,2.61,1.14,1.14
2021-10-11,600570,44.41,43.32,44.85,43.27,143064,821939008.0,3.52,-3.43,-1.54,0.98
2021-10-12,600570,43.36,43.36,43.89,42.66,107047,607517216.0,2.84,0.09,0.04,0.73
2021-10-13,600570,43.28,43.86,44.11,42.34,99083,561484432.0,4.08,1.15,0.5,0.68
2021-10-14,600570,42.84,43.59,44.19,42.84,71804,410399264.0,3.08,-0.62,-0.27,0.49
2021-10-15,600570,43.51,44.37,44.58,43.21,151694,878073216.0,3.14,1.79,0.78,1.04
2021-10-18,600570,44.34,43.59,44.66,42.79,109828,625868560.0,4.21,-1.76,-0.78,0.75
2021-10-19,600570,43.62,45.25,47.98,43.35,429296,2623711184.0,10.62,3.81,1.66,2.94
2021-10-20,600570,45.25,44.16,45.72,44.05,181891,1060128608.0,3.69,-2.41,-1.09,1.24
2021-10-21,600570,44.16,43.59,44.81,43.42,103241,593927664.0,3.15,-1.29,-0.57,0.71
2021-10-22,600570,43.75,44.3,44.93,43.6,118005,685114736.0,3.05,1.63,0.71,0.81
2021-10-25,600570,44.35,45.86,46.26,43.95,152231,898658304.0,5.21,3.52,1.56,1.04
2021-10-26,600570,45.62,46.47,47.19,45.6,170720,1042191744.0,3.47,1.33,0.61,1.17
2021-10-27,600570,46.28,46.79,47.16,45.36,129617,784606144.0,3.87,0.69,0.32,0.89
2021-10-28,600570,46.59,46.32,47.3,45.82,165147,1006220224.0,3.16,-1.0,-0.47,1.13
2021-10-29,600570,45.97,48.12,48.38,45.82,317294,1976010336.0,5.53,3.89,1.8,2.17
2021-11-01,600570,48.47,47.55,48.49,46.76,169923,1058051920.0,3.6,-1.18,-0.57,1.16
2021-11-02,600570,47.73,47.54,48.22,46.88,110000,685305568.0,2.82,-0.02,-0.01,0.75
2021-11-03,600570,47.36,47.36,47.96,47.24,69681,433266144.0,1.51,-0.38,-0.18,0.48
2021-11-04,600570,47.22,48.59,48.69,46.97,132236,828215008.0,3.63,2.6,1.23,0.9
2021-11-05,600570,48.51,48.44,49.75,48.16,143907,924637456.0,3.27,-0.31,-0.15,0.98
2021-11-08,600570,48.75,47.48,49.26,47.21,114959,718844272.0,4.23,-1.98,-0.96,0.79
2021-11-09,600570,46.89,46.65,46.89,44.88,185773,1116295792.0,4.23,-1.75,-0.83,1.27
2021-11-10,600570,46.48,45.89,47.26,45.52,106214,642832096.0,3.73,-1.63,-0.76,0.73
2021-11-11,600570,45.74,47.35,47.49,45.26,125509,763723808.0,4.86,3.18,1.46,0.86
2021-11-12,600570,47.32,48.14,49.23,47.32,136912,866298688.0,4.03,1.67,0.79,0.94
2021-11-15,600570,48.4,48.43,49.12,47.26,113668,717669952.0,3.86,0.6,0.29,0.78
2021-11-16,600570,48.43,47.43,48.88,47.11,92749,579462096.0,3.65,-2.06,-1.0,0.63
2021-11-17,600570,47.11,47.25,47.88,47.02,66157,410246944.0,1.81,-0.38,-0.18,0.45
2021-11-18,600570,46.82,44.88,46.99,44.56,187519,1110762080.0,5.14,-5.02,-2.37,1.28
2021-11-19,600570,44.77,44.74,45.24,44.51,83135,489072512.0,1.63,-0.31,-0.14,0.57
2021-11-22,600570,44.7,44.2,45.02,43.9,172270,1002724960.0,2.5,-1.21,-0.54,1.18
2021-11-23,600570,44.28,44.94,45.32,43.96,148039,865258656.0,3.08,1.67,0.74,1.01
2021-11-24,600570,45.36,44.15,45.51,43.97,107912,626439392.0,3.43,-1.76,-0.79,0.74
2021-11-25,600570,44.51,43.51,44.51,43.2,95861,547764000.0,2.97,-1.45,-0.64,0.66
2021-11-26,600570,43.51,43.62,44.05,42.79,78484,447948144.0,2.9,0.25,0.11,0.54
2021-11-29,600570,43.43,44.52,44.73,43.37,143332,832607952.0,3.12,2.06,0.9,0.98
2021-11-30,600570,44.66,44.59,45.34,44.28,99686,584043936.0,2.38,0.16,0.07,0.68
2021-12-01,600570,44.62,44.7,45.42,44.43,86422,508236016.0,2.22,0.25,0.11,0.59
2021-12-02,600570,44.64,44.16,44.89,44.02,84003,487175504.0,1.95,-1.21,-0.54,0.57
2021-12-03,600570,44.36,44.86,45.16,44.28,85812,504183392.0,1.99,1.59,0.7,0.59
2021-12-06,600570,44.86,44.92,45.79,44.69,108363,641901104.0,2.45,0.13,0.06,0.74
2021-12-07,600570,45.36,45.82,46.03,45.12,132180,791925040.0,2.03,2.0,0.9,0.9
2021-12-08,600570,45.8,46.79,47.26,45.47,132928,810040688.0,3.91,2.12,0.97,0.91
2021-12-09,600570,46.59,47.93,48.96,46.59,188569,1183375120.0,5.07,2.44,1.14,1.29
2021-12-10,600570,47.87,47.39,47.87,46.65,113039,698579888.0,2.55,-1.13,-0.54,0.77
2021-12-13,600570,47.74,48.06,49.66,47.48,157655,1003786688.0,4.6,1.41,0.67,1.08
2021-12-14,600570,47.94,48.43,48.43,47.71,96250,607232928.0,1.5,0.77,0.37,0.66
2021-12-15,600570,48.55,47.81,48.59,47.74,94995,597825744.0,1.76,-1.28,-0.62,0.65
2021-12-16,600570,48.43,48.08,48.43,47.36,69641,437553664.0,2.24,0.56,0.27,0.48
2021-12-17,600570,48.12,47.88,48.44,47.59,68697,432061088.0,1.77,-0.42,-0.2,0.47
2021-12-20,600570,47.88,47.59,48.57,47.36,89369,559566128.0,2.53,-0.61,-0.29,0.61
2021-12-21,600570,47.85,49.02,49.05,47.41,162015,1026290576.0,3.45,3.0,1.43,1.11
2021-12-22,600570,49.12,48.58,49.57,48.52,133631,856594976.0,2.14,-0.9,-0.44,0.91
2021-12-23,600570,48.58,48.9,49.7,48.58,141846,914306832.0,2.31,0.66,0.32,0.97
2021-12-24,600570,48.86,48.66,48.91,47.99,97052,615691792.0,1.88,-0.49,-0.24,0.66
2021-12-27,600570,48.69,47.66,48.82,47.35,74604,467868640.0,3.02,-2.06,-1.0,0.51
